Rank,Release Group,Worldwide,Domestic,%,Foreign,%
761,Balas & Bolinhos - O Regresso,"$254,765",-,-,"$254,765",100%
762,The Memory of a Killer,"$254,345",-,-,"$254,345",100%
763,Love So Divine,"$251,561",-,-,"$251,561",100%
764,The Best of Times,"$249,155",-,-,"$249,155",100%
765,Testosterone,"$248,128","$185,078",74.6%,"$63,050",25.4%
766,I Love Cinema,"$247,893",-,-,"$247,893",100%
767,Clova and the Music,"$247,878",-,-,"$247,878",100%
768,Headless Hero 2,"$247,600",-,-,"$247,600",100%
769,L'amore ritorna,"$245,394",-,-,"$245,394",100%
770,My Sweetie,"$239,589",-,-,"$239,589",100%
771,Uncovered: The War on Iraq,"$238,924","$238,924",100%,-,-
772,Yesterday,"$237,333",-,-,"$237,333",100%
773,Woman Is the Future of Man,"$235,781",-,-,"$235,781",100%
774,The Great Role,"$231,162","$11,419",4.9%,"$219,743",95.1%
775,Dig!,"$228,828","$127,067",55.5%,"$101,761",44.5%
776,Amazones,"$228,377",-,-,"$228,377",100%
777,Guiana 1838,"$227,241","$227,241",100%,-,-
778,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,"$226,658","$226,658",100%,-,-
779,The Agronomist,"$226,189","$226,189",100%,-,-
780,Bolero,"$225,262",-,-,"$225,262",100%
781,Journey,"$222,645",-,-,"$222,645",100%
782,I Can See It in Your Eyes,"$221,220",-,-,"$221,220",100%
783,Xtreme Limit,"$220,500",-,-,"$220,500",100%
784,Roar: Lions of the Kalahari,"$219,867",-,-,"$219,867",100%
785,Tánger,"$219,780",-,-,"$219,780",100%
786,Addicted to Acting,"$217,325",-,-,"$217,325",100%
787,"Chlorox, Ammonium and Coffee","$215,383",-,-,"$215,383",100%
788,Triple Agent,"$214,217",-,-,"$214,217",100%
789,The Delicate Art of Parking,"$213,008","$213,008",100%,-,-
790,My Nikifor,"$212,477",-,-,"$212,477",100%
791,Casablanca Driver,"$208,750",-,-,"$208,750",100%
792,Komodo,"$207,496",-,-,"$207,496",100%
793,Heat Team,"$205,202",-,-,"$205,202",100%
794,Evil,"$204,000",-,-,"$204,000",100%
795,The Home Teachers,"$203,917","$203,917",100%,-,-
796,Blind Horizon,"$202,737",-,-,"$202,737",100%
797,Post coitum,"$201,819",-,-,"$201,819",100%
798,Everybody Is a Killer,"$201,727",-,-,"$201,727",100%
799,Lightning in a Bottle,"$201,711","$201,711",100%,-,-
800,The Snow Walker,"$201,149","$201,149",100%,-,-
801,Independent Lens: Imelda,"$200,992","$200,992",100%,-,-
802,Symmetry,"$200,219",-,-,"$200,219",100%
803,Or (My Treasure),"$200,175","$29,194",14.6%,"$170,981",85.4%
804,Ishq Hai Tumse,"$199,636",-,-,"$199,636",100%
805,The District,"$198,072",-,-,"$198,072",100%
806,Sky Blue,"$197,221","$74,663",37.9%,"$122,558",62.1%
807,Lautlos,"$196,724",-,-,"$196,724",100%
808,Ju-on: The Curse 2,"$196,200",-,-,"$196,200",100%
809,The Ketchup Effect,"$195,236",-,-,"$195,236",100%
810,Dead Man's Shoes,"$191,673",-,-,"$191,673",100%
811,Flowers and Binding,"$190,360",-,-,"$190,360",100%
812,Days of Being Wild,"$188,630","$146,310",77.6%,"$42,320",22.4%
813,Toolbox Murders,"$187,910",-,-,"$187,910",100%
814,Alexandria... New York,"$183,842",-,-,"$183,842",100%
815,Fida,"$181,865","$98,297",54%,"$83,568",46%
816,Hardcore,"$180,480",-,-,"$180,480",100%
817,Dead Friend,"$178,161",-,-,"$178,161",100%
818,Bush's Brain,"$177,485","$177,485",100%,-,-
819,The Match,"$175,141",-,-,"$175,141",100%
820,Stateside,"$174,318","$174,318",100%,-,-
821,Baptists at Our Barbecue,"$173,306","$173,306",100%,-,-
822,The Unborn,"$170,037",-,-,"$170,037",100%
823,La promesa,"$169,993",-,-,"$169,993",100%
824,We'll Meet Again,"$166,484","$91,968",55.2%,"$74,516",44.8%
825,El chocolate del loro,"$164,178",-,-,"$164,178",100%
826,Face,"$162,717","$108,151",66.5%,"$54,566",33.5%
827,The Archimedes Principle,"$162,079",-,-,"$162,079",100%
828,Pride and Honour,"$160,839",-,-,"$160,839",100%
829,Danny Deckchair 2004 Re-release,"$160,276","$160,276",100%,-,-
830,When Will I Be Loved,"$159,429","$159,429",100%,-,-
831,Dev,"$158,357","$84,728",53.5%,"$73,629",46.5%
832,The Spectator,"$158,215",-,-,"$158,215",100%
833,Dans l'oeil du chat,"$155,714","$155,714",100%,-,-
834,Kan yom hobak,"$155,520",-,-,"$155,520",100%
835,The Siam Renaissance,"$155,500",-,-,"$155,500",100%
836,Monsieur Batignole 2004 Re-release,"$153,453",-,-,"$153,453",100%
837,The Boys & Girl from County Clare,"$151,869","$142,872",94.1%,"$8,997",5.9%
838,El año del diluvio,"$145,883",-,-,"$145,883",100%
839,Undertow,"$143,597","$143,597",100%,-,-
840,Pontormo: A Heretical Love,"$143,133",-,-,"$143,133",100%
841,The Lost Skeleton of Cadavra,"$143,121","$143,121",100%,-,-
842,Fear and Trembling 2004 Re-release,"$138,436","$126,684",91.5%,"$11,752",8.5%
843,Sabaa warakat kotshina,"$134,326",-,-,"$134,326",100%
844,Crying Ladies,"$132,920","$132,920",100%,-,-
845,Love Me Again,"$132,653",-,-,"$132,653",100%
846,Robot Stories,"$131,451","$131,451",100%,-,-
847,The Meddler,"$130,505",-,-,"$130,505",100%
848,Answer Me,"$127,190",-,-,"$127,190",100%
849,Jason X 2004 Re-release,"$126,084",-,-,"$126,084",100%
850,13dici a tavola,"$122,627",-,-,"$122,627",100%
851,Howard Zinn: You Can't Be Neutral on a Moving Train,"$122,011","$122,011",100%,-,-
852,Sunrise,"$121,107",-,-,"$121,107",100%
853,Sars Wars,"$121,100",-,-,"$121,100",100%
854,Mars,"$120,891",-,-,"$120,891",100%
855,Suzie Gold,"$120,312",-,-,"$120,312",100%
856,"Young, Beautiful and Screwed Up","$118,538",-,-,"$118,538",100%
857,About Love,"$118,074",-,-,"$118,074",100%
858,We All Loved Each Other So Much,"$117,948",-,-,"$117,948",100%
859,Audition 2004 Re-release,"$117,094",-,-,"$117,094",100%
860,"Love, Sex and Eating the Bones","$116,869","$116,869",100%,-,-
861,The Crop,"$115,217",-,-,"$115,217",100%
862,Games People Play: New York,"$113,622","$113,622",100%,-,-
863,Pelenkás bajkeverõ,"$111,932",-,-,"$111,932",100%
864,Let's Bring Our Heroes Home,"$111,423","$111,423",100%,-,-
865,La mirada violeta,"$110,894",-,-,"$110,894",100%
866,Word Wars,"$110,617","$110,617",100%,-,-
867,In the Face of Evil: Reagan's War in Word and Deed,"$110,577","$110,577",100%,-,-
868,Harry Potter and the Sorcerer's Stone 2004 Re-release,"$110,509",-,-,"$110,509",100%
869,The Calcium Kid,"$109,202",-,-,"$109,202",100%
870,Monsieur N. 2004 Re-release,"$108,631","$37,757",34.8%,"$70,874",65.2%
871,Bonjour Monsieur Shlomi,"$107,585","$107,585",100%,-,-
872,The Caveman's Valentine 2004 Re-release,"$107,287",-,-,"$107,287",100%
873,Rolling Family,"$107,221",-,-,"$107,221",100%
874,A Slipping-Down Life,"$107,099","$107,099",100%,-,-
875,Carlos Castaneda: Enigma of a Sorcerer,"$107,040","$107,040",100%,-,-
876,Almost Peaceful 2004 Re-release,"$106,184","$106,184",100%,-,-
877,Our Italian Husband,"$105,715",-,-,"$105,715",100%
878,The Sin,"$105,500",-,-,"$105,500",100%
879,Fat Slags,"$105,091",-,-,"$105,091",100%
880,Guerrilla: The Taking of Patty Hearst,"$105,054","$105,054",100%,-,-
881,School for Seduction,"$104,495",-,-,"$104,495",100%
882,Tom White,"$103,817",-,-,"$103,817",100%
883,Nightmare,"$101,411",-,-,"$101,411",100%
884,Yves Saint Laurent: His Life and Times,"$99,819","$99,819",100%,-,-
885,The Living Forest 2004 Re-release,"$98,937",-,-,"$98,937",100%
886,Happy End,"$97,473",-,-,"$97,473",100%
887,Aileen: Life and Death of a Serial Killer,"$97,362","$97,362",100%,-,-
888,Stille Nacht,"$96,027",-,-,"$96,027",100%
889,Owning Mahowny 2004 Re-release,"$94,942",-,-,"$94,942",100%
890,A temetetlen halott,"$93,814",-,-,"$93,814",100%
891,På hau i havet,"$93,698",-,-,"$93,698",100%
892,Nubes de verano,"$93,424",-,-,"$93,424",100%
893,Flavors,"$93,370","$93,370",100%,-,-
894,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,"$93,000","$93,000",100%,-,-
895,Las voces de la noche,"$92,503",-,-,"$92,503",100%
896,Poids léger,"$92,323",-,-,"$92,323",100%
897,Ogni volta che te ne vai,"$91,364",-,-,"$91,364",100%
898,De grønne slagtere - en virkelig god marinade,"$91,012",-,-,"$91,012",100%
899,Citizen Dog,"$90,900",-,-,"$90,900",100%
900,Zee-Oui,"$90,200",-,-,"$90,200",100%
901,Slim Susie,"$90,132",-,-,"$90,132",100%
902,Under the Radar,"$89,935",-,-,"$89,935",100%
903,"Not for, or Against (Quite the Contrary) 2004 Re-release","$89,881",-,-,"$89,881",100%
904,Eulogy,"$89,781","$75,076",83.6%,"$14,705",16.4%
905,"Teo, cazador intergaláctico","$89,523",-,-,"$89,523",100%
906,Seeing Other People,"$87,923","$87,923",100%,-,-
907,Evilenko,"$87,760",-,-,"$87,760",100%
908,Decoys,"$84,733","$84,733",100%,-,-
909,Ishta Yaba,"$83,670",-,-,"$83,670",100%
910,Miffo,"$83,029",-,-,"$83,029",100%
911,Hulchul,"$82,436",-,-,"$82,436",100%
912,Brother to Brother,"$80,906","$80,906",100%,-,-
913,Ginger Snaps 2: Unleashed,"$80,372","$80,372",100%,-,-
914,Yeh Lamhe Judaai Ke,"$80,228",-,-,"$80,228",100%
915,Azul y Blanco,"$80,163",-,-,"$80,163",100%
916,Jack Paradise (Les nuits de Montréal),"$79,974","$79,974",100%,-,-
917,Bangkok Loco,"$79,800",-,-,"$79,800",100%
918,The Miracle According to Salomé,"$79,581",-,-,"$79,581",100%
919,Face,"$79,431",-,-,"$79,431",100%
920,Champions,"$79,035",-,-,"$79,035",100%
921,Tube,"$78,162",-,-,"$78,162",100%
922,A Man's Gotta Do,"$77,896",-,-,"$77,896",100%
923,Bright Leaves,"$77,888","$77,888",100%,-,-
924,Strawberries in the Supermarket,"$77,586",-,-,"$77,586",100%
925,Huapango,"$76,975",-,-,"$76,975",100%
926,The Story of X-Circle,"$76,800",-,-,"$76,800",100%
927,Swimming Upstream 2004 Re-release,"$76,287","$54,965",72.1%,"$21,322",27.9%
928,Body Confusion,"$74,137",-,-,"$74,137",100%
929,Stai con me,"$73,681",-,-,"$73,681",100%
930,Father and Son,"$73,351","$39,291",53.6%,"$34,060",46.4%
931,The I Inside,"$72,962",-,-,"$72,962",100%
932,The Seagull's Laughter,"$72,527","$72,527",100%,-,-
933,Miracle of Candeal,"$72,148",-,-,"$72,148",100%
934,Hollywood Buddha,"$72,115","$72,115",100%,-,-
935,Café Lumière 2004 Re-release,"$70,790",-,-,"$70,790",100%
936,Into the Mirror,"$70,277",-,-,"$70,277",100%
937,Butterfly,"$70,248",-,-,"$70,248",100%
938,Thida chaang,"$69,800",-,-,"$69,800",100%
939,Cholesterol Love,"$69,100",-,-,"$69,100",100%
940,Cowboys and Angels,"$68,568","$33,941",49.5%,"$34,627",50.5%
941,Ripper 2004 Re-release,"$68,207",-,-,"$68,207",100%
942,Trust,"$67,654",-,-,"$67,654",100%
943,Beyond the Gates,"$67,433","$67,433",100%,-,-
944,The Story of Marie and Julien,"$66,543",-,-,"$66,543",100%
945,Vodka Lemon,"$66,361","$66,361",100%,-,-
946,Deewaar,"$65,317",-,-,"$65,317",100%
947,One 2004 Re-release,"$65,172","$65,172",100%,-,-
948,Immediate Boarding,"$65,053",-,-,"$65,053",100%
949,Raining Cats and Frogs,"$64,947",-,-,"$64,947",100%
950,Antares,"$64,910",-,-,"$64,910",100%
951,El Farah,"$64,400",-,-,"$64,400",100%
952,In Enemy Hands,"$64,236",-,-,"$64,236",100%
953,The Murmuring Coast,"$64,188",-,-,"$64,188",100%
954,Astronauts,"$64,176",-,-,"$64,176",100%
955,Kiss Me,"$64,111",-,-,"$64,111",100%
956,25 Degrees in Winter,"$63,968",-,-,"$63,968",100%
957,Her Majesty,"$63,652","$63,652",100%,-,-
958,Midnight,"$63,427",-,-,"$63,427",100%
959,Escape from Hong Kong Island,"$63,022",-,-,"$63,022",100%
960,Sib wana sib 2004 Re-release,"$63,018",-,-,"$63,018",100%
961,The Mudge Boy,"$62,852","$62,852",100%,-,-
962,Proteus,"$62,031","$62,031",100%,-,-
963,Vaya con Dios 2004 Re-release,"$61,717",-,-,"$61,717",100%
964,Kak and Kown,"$61,300",-,-,"$61,300",100%
965,Fuse,"$61,039",-,-,"$61,039",100%
966,You I Love,"$60,815","$60,815",100%,-,-
967,Tattoo 2004 Re-release,"$59,989",-,-,"$59,989",100%
968,Stealing Rembrandt,"$59,466",-,-,"$59,466",100%
969,Deuda,"$58,747",-,-,"$58,747",100%
970,Gozu,"$58,202","$58,202",100%,-,-
971,Voices of Iraq,"$57,999","$57,999",100%,-,-
972,Wall,"$56,866","$14,541",25.6%,"$42,325",74.4%
973,Divan,"$56,214","$56,214",100%,-,-
974,Kimo wa antimo,"$55,714",-,-,"$55,714",100%
975,The Tracker 2004 Re-release,"$55,188","$55,188",100%,-,-
976,Hope to Have a Home,"$54,636",-,-,"$54,636",100%
977,Grand Champion,"$54,579","$54,579",100%,-,-
978,L.A. Twister,"$54,000","$54,000",100%,-,-
979,Easy,"$53,825","$21,589",40.1%,"$32,236",59.9%
980,Hiding and Seeking: Faith and Tolerance After the Holocaust,"$51,936","$51,936",100%,-,-
981,Before Sunrise 2004 Re-release,"$51,760",-,-,"$51,760",100%
982,The Comeback,"$51,200",-,-,"$51,200",100%
983,Bitter Coffee,"$50,779",-,-,"$50,779",100%
984,Social Genocide,"$50,655",-,-,"$50,655",100%
985,Asambhav,"$50,611","$19,504",38.5%,"$31,107",61.5%
986,Fighting Fish,"$50,445",-,-,"$50,445",100%
987,Carnets d'ado: You'll Get Over It,"$50,256","$50,256",100%,-,-
988,Palabras encadenadas 2004 Re-release,"$49,670",-,-,"$49,670",100%
989,A + (Amas),"$49,603",-,-,"$49,603",100%
990,"Plauto, recuerdo distorsionado de un tonto eventual","$49,519",-,-,"$49,519",100%
991,Ventitré,"$49,106",-,-,"$49,106",100%
992,What's Cooking? 2004 Re-release,"$49,104",-,-,"$49,104",100%
993,A Thousand Clouds of Peace,"$48,782","$48,782",100%,-,-
994,Mix,"$47,401",-,-,"$47,401",100%
995,Twist,"$47,370","$47,370",100%,-,-
996,Vento di terra,"$46,757",-,-,"$46,757",100%
997,Straight-Jacket,"$45,497","$45,497",100%,-,-
998,Avisos de ocasión,"$45,173",-,-,"$45,173",100%
999,Lana's Rain,"$44,287","$44,287",100%,-,-
"1,000",Insomnia 2004 Re-release,"$43,940",-,-,"$43,940",100%
"1,001",Memory Lane,"$43,920",-,-,"$43,920",100%
"1,002",My Fair Lady 2004 Re-release,"$42,719",-,-,"$42,719",100%
"1,003",La petite Lili 2004 Re-release,"$42,628","$34,634",81.2%,"$7,994",18.8%
"1,004",Adored: Diary of a Porn Star,"$41,703","$41,703",100%,-,-
"1,005",Don't Look Now,"$41,300",-,-,"$41,300",100%
"1,006",Vlad,"$41,176",-,-,"$41,176",100%
"1,007",Laam seung lui gwong,"$41,019",-,-,"$41,019",100%
"1,008",Tom Dowd & the Language of Music,"$40,919","$40,919",100%,-,-
"1,009",Colossal Sensation!,"$40,792",-,-,"$40,792",100%
"1,010",Unterwegs in die nächste Dimension,"$40,755",-,-,"$40,755",100%
"1,011",Tying the Knot,"$40,576","$40,576",100%,-,-
"1,012",Sex Is Comedy 2004 Re-release,"$40,470","$40,470",100%,-,-
"1,013",Ten Tiny Love Stories,"$40,424",-,-,"$40,424",100%
"1,014",Utopía 2004 Re-release,"$40,314",-,-,"$40,314",100%
"1,015",La vie promise 2004 Re-release,"$40,029","$40,029",100%,-,-
"1,016",Justice,"$39,895","$39,895",100%,-,-
"1,017",Arahan,"$39,707",-,-,"$39,707",100%
"1,018",Freeze Frame,"$39,663","$1,100",2.8%,"$38,563",97.2%
"1,019",A Good Lawyer's Wife,"$39,062",-,-,"$39,062",100%
"1,020",Hidden Flaws,"$38,955",-,-,"$38,955",100%
"1,021",Il vestito da sposa,"$38,899",-,-,"$38,899",100%
"1,022",The Beauty Exchange,"$38,688",-,-,"$38,688",100%
"1,023",Good Life Delivery,"$37,996",-,-,"$37,996",100%
"1,024",Incident at Loch Ness,"$37,493","$37,493",100%,-,-
"1,025",My Friend Henry,"$37,487",-,-,"$37,487",100%
"1,026",Explosive City,"$36,635",-,-,"$36,635",100%
"1,027",The Umbrellas of Cherbourg,"$36,432","$28,030",76.9%,"$8,402",23.1%
"1,028",Aan: Men at Work,"$35,748",-,-,"$35,748",100%
"1,029",After Freedom,"$35,639","$35,639",100%,-,-
"1,030","Goodbye, Dragon Inn","$35,120","$35,120",100%,-,-
"1,031",Showboy,"$34,646","$34,646",100%,-,-
"1,032",À fleur de peau,"$34,131",-,-,"$34,131",100%
"1,033",The Magic Gloves,"$33,731",-,-,"$33,731",100%
"1,034",Dating Death,"$33,642",-,-,"$33,642",100%
"1,035",Czech Dream,"$33,343",-,-,"$33,343",100%
"1,036",El lápiz del carpintero 2004 Re-release,"$33,255",-,-,"$33,255",100%
"1,037",Shunji Iwai Retrospective,"$33,192",-,-,"$33,192",100%
"1,038",Formula 17,"$32,831",-,-,"$32,831",100%
"1,039",L'Age d'Or,"$32,712","$32,712",100%,-,-
"1,040",Novo 2004 Re-release,"$32,630",-,-,"$32,630",100%
"1,041","In-Laws, Out-Laws","$32,415",-,-,"$32,415",100%
"1,042",Last Life in the Universe,"$32,014","$32,014",100%,-,-
"1,043",The Forced March,"$31,579",-,-,"$31,579",100%
"1,044",Life Express,"$31,471",-,-,"$31,471",100%
"1,045",Stray Dogs,"$31,471",-,-,"$31,471",100%
"1,046",Fabled,"$31,425","$31,425",100%,-,-
"1,047",Lakeer,"$31,304",-,-,"$31,304",100%
"1,048",The Raspberry Reich,"$31,211","$31,211",100%,-,-
"1,049",Chooch,"$31,015","$31,015",100%,-,-
"1,050",Love by Mistake,"$30,714",-,-,"$30,714",100%
"1,051",Misa mi,"$30,680",-,-,"$30,680",100%
"1,052",The Take,"$30,380","$30,380",100%,-,-
"1,053",Les bandits,"$30,352",-,-,"$30,352",100%
"1,054",WMD: Weapons of Mass Deception,"$30,210","$30,210",100%,-,-
"1,055",Gypsy 83,"$29,367","$29,367",100%,-,-
"1,056",Empathy,"$29,345","$29,345",100%,-,-
"1,057",Immortality 2004 Re-release,"$29,188",-,-,"$29,188",100%
"1,058",Daybreak,"$29,081","$6,995",24.1%,"$22,086",75.9%
"1,059",Every So Often in the World...,"$29,072",-,-,"$29,072",100%
"1,060",Hair 2004 Re-release,"$28,963",-,-,"$28,963",100%
"1,061",A Foreign Affair,"$28,909","$28,909",100%,-,-
"1,062",Hearts and Minds,"$28,754","$28,754",100%,-,-
"1,063",The Adventures of Tom Thumb & Thumbelina,"$28,522",-,-,"$28,522",100%
"1,064",Los Muertos,"$28,489",-,-,"$28,489",100%
"1,065",Superstar in a Housedress,"$28,032","$28,032",100%,-,-
"1,066",Journey 2004 Re-release,"$27,377",-,-,"$27,377",100%
"1,067",Three 2004 Re-release,"$27,256","$27,256",100%,-,-
"1,068",Choking Hazard,"$26,888",-,-,"$26,888",100%
"1,069",Fish Without a Bicycle,"$26,799","$26,799",100%,-,-
"1,070",Cowards Bend the Knee,"$25,860","$25,860",100%,-,-
"1,071",Run,"$25,702",-,-,"$25,702",100%
"1,072",Baran 2004 Re-release,"$25,668",-,-,"$25,668",100%
"1,073",Paid in Full 2004 Re-release,"$25,664",-,-,"$25,664",100%
"1,074",The African Queen 2004 Re-release,"$25,600",-,-,"$25,600",100%
"1,075",Holiday Dreaming,"$25,513",-,-,"$25,513",100%
"1,076",Maestro,"$25,315","$25,315",100%,-,-
"1,077",Muertos comunes,"$25,314",-,-,"$25,314",100%
"1,078",A Children's Story,"$25,183",-,-,"$25,183",100%
"1,079",Ti voglio bene Eugenio 2004 Re-release,"$24,892",-,-,"$24,892",100%
"1,080",Eat This New York,"$24,640","$24,640",100%,-,-
"1,081",Bang Rajan 2004 Re-release,"$24,629","$24,629",100%,-,-
"1,082",Jao saao Pad Thai,"$24,500",-,-,"$24,500",100%
"1,083",The One and Only,"$24,372",-,-,"$24,372",100%
"1,084",The Boy Who Wanted to Be a Bear 2004 Re-release,"$24,085",-,-,"$24,085",100%
"1,085","Rap, revü, Rómeó","$23,970",-,-,"$23,970",100%
"1,086",The Third Wave,"$23,386",-,-,"$23,386",100%
"1,087",S21: The Khmer Rouge Killing Machine,"$23,078","$22,606",98%,$472,2%
"1,088",Incantato 2004 Re-release,"$23,039","$23,039",100%,-,-
"1,089",Café Lumière,"$23,021",-,-,"$23,021",100%
"1,090",Chaos and Desire 2004 Re-release,"$22,996",-,-,"$22,996",100%
"1,091",Frankie and Johnny Are Married,"$22,900","$22,900",100%,-,-
"1,092",A Swedish Love Story,"$22,369",-,-,"$22,369",100%
"1,093",8 1/2,"$22,359",-,-,"$22,359",100%
"1,094",In the Darkness of the Night,"$21,970",-,-,"$21,970",100%
"1,095",Franky Banderas,"$21,722",-,-,"$21,722",100%
"1,096",The Threat,"$21,532",-,-,"$21,532",100%
"1,097",Cowgirl,"$21,397",-,-,"$21,397",100%
"1,098",The Burial Society,"$21,285","$21,285",100%,-,-
"1,099",Little Sky,"$20,965",-,-,"$20,965",100%
"1,100",The Hungarian Servant,"$20,921",-,-,"$20,921",100%
"1,101",How We Got the Italian Movie Business Into Trouble: The True Story of Franco and Ciccio,"$20,869",-,-,"$20,869",100%
"1,102",Terror Tract,"$20,400",-,-,"$20,400",100%
"1,103",Orwell Rolls in His Grave,"$20,389","$20,389",100%,-,-
"1,104",Getno,"$20,266",-,-,"$20,266",100%
"1,105",Merci Dr Rey!,"$19,867","$19,867",100%,-,-
"1,106",The Manson Family,"$19,140","$19,140",100%,-,-
"1,107",Tres en el camino,"$19,115",-,-,"$19,115",100%
"1,108",This Was Solitude 2004 Re-release,"$19,059",-,-,"$19,059",100%
"1,109",The Deserted Station,"$18,867","$18,867",100%,-,-
"1,110",Astonishing,"$18,817",-,-,"$18,817",100%
"1,111",Film Hindi,"$18,752",-,-,"$18,752",100%
"1,112",Softly from Paris: La dame galante,"$18,334",-,-,"$18,334",100%
"1,113",The Life,"$18,297","$5,130",28%,"$13,167",72%
"1,114",The Testament of Dr. Mabuse 2004 Re-release,"$18,149",-,-,"$18,149",100%
"1,115",Maria and the Others,"$18,147",-,-,"$18,147",100%
"1,116",Inch'Allah dimanche 2004 Re-release,"$18,146",-,-,"$18,146",100%
"1,117",Montecarlo!,"$18,014",-,-,"$18,014",100%
"1,118",Purple Butterfly,"$17,790","$17,790",100%,-,-
"1,119",Transfixed,"$17,361","$17,361",100%,-,-
"1,120",Dinocroc,"$17,100",-,-,"$17,100",100%
"1,121",Grande école,"$16,706",-,-,"$16,706",100%
"1,122",Bright Future,"$16,483","$5,166",31.3%,"$11,317",68.7%
"1,123",Detention,"$16,324",-,-,"$16,324",100%
"1,124",Faster,"$16,265","$16,265",100%,-,-
"1,125",Perfect Opposites,"$16,201","$16,201",100%,-,-
"1,126",Hard Cash 2004 Re-release,"$16,131",-,-,"$16,131",100%
"1,127",Bear Hug,"$15,873",-,-,"$15,873",100%
"1,128",Himmelen Revner,"$15,751",-,-,"$15,751",100%
"1,129",People Say I'm Crazy,"$15,679","$15,679",100%,-,-
"1,130",A Letter to True,"$15,635","$15,635",100%,-,-
"1,131",Off the Lip,"$15,217","$15,217",100%,-,-
"1,132",18-j,"$15,167",-,-,"$15,167",100%
"1,133",Elli,"$15,098",-,-,"$15,098",100%
"1,134",May 2004 Re-release,"$15,049",-,-,"$15,049",100%
"1,135",Reeseville,"$14,824","$14,824",100%,-,-
"1,136",Repatriation,"$14,795",-,-,"$14,795",100%
"1,137",Breathtaking,"$14,530",-,-,"$14,530",100%
"1,138",The Crossing,"$14,504",-,-,"$14,504",100%
"1,139",The 24th Day,"$14,460","$14,460",100%,-,-
"1,140",A Silent Love,"$14,389","$14,389",100%,-,-
"1,141",Ten Minutes Older: The Cello,"$14,378",-,-,"$14,378",100%
"1,142",Crutch,"$14,189","$14,189",100%,-,-
"1,143",Palermo Hollywood,"$14,087",-,-,"$14,087",100%
"1,144",Nasmet Saif,"$14,069",-,-,"$14,069",100%
"1,145",Boats Out of Watermelon Rinds,"$13,500",-,-,"$13,500",100%
"1,146",Yes Nurse! No Nurse! 2004 Re-release,"$13,325","$13,325",100%,-,-
"1,147",The Middle of the World,"$13,278",-,-,"$13,278",100%
"1,148",Villa Henriette,"$13,114",-,-,"$13,114",100%
"1,149",Fino a farti male,"$12,933",-,-,"$12,933",100%
"1,150",Adam & Evil,"$12,609",-,-,"$12,609",100%
"1,151",Freestyle: The Art of Rhyme,"$12,600","$12,600",100%,-,-
"1,152",They're Watching Us 2004 Re-release,"$12,378",-,-,"$12,378",100%
"1,153",Spin,"$12,355","$12,355",100%,-,-
"1,154",The Dust Factory,"$12,311","$12,311",100%,-,-
"1,155",Big Ain't Bad,"$12,288","$12,288",100%,-,-
"1,156",Ashtata Ashtout,"$12,140",-,-,"$12,140",100%
"1,157",Close Call,"$12,077","$12,077",100%,-,-
"1,158",Rick,"$11,991","$11,991",100%,-,-
"1,159",Tus ojos brillaban,"$11,764",-,-,"$11,764",100%
"1,160",Belphegor: Phantom of the Louvre 2004 Re-release,"$11,616",-,-,"$11,616",100%
"1,161",Intoxicating,"$11,560","$11,560",100%,-,-
"1,162",2 ilusiones,"$11,509",-,-,"$11,509",100%
"1,163","The Tulse Luper Suitcases, Part 2: Vaux to the Sea","$11,504",-,-,"$11,504",100%
"1,164",Camino de Santiago. El origen,"$11,384",-,-,"$11,384",100%
"1,165",Pauly Shore Is Dead,"$11,000","$11,000",100%,-,-
"1,166",Garam Dukaan,"$10,938",-,-,"$10,938",100%
"1,167",MC5*: A True Testimonial,"$10,888","$10,888",100%,-,-
"1,168",Sib wana sib,"$10,869",-,-,"$10,869",100%
"1,169",Gulp,"$10,807",-,-,"$10,807",100%
"1,170",Mind the Gap,"$10,637","$10,637",100%,-,-
"1,171",Let's Get Frank,"$10,440","$10,440",100%,-,-
"1,172",Oasis 2004 Re-release,"$10,304","$10,304",100%,-,-
"1,173",A Less Bad World,"$10,158",-,-,"$10,158",100%
"1,174",Ignition 2004 Re-release,"$9,961",-,-,"$9,961",100%
"1,175",Cuba: Island of Music,"$9,791","$9,791",100%,-,-
"1,176",Virgin,"$9,614","$9,614",100%,-,-
"1,177",I'll Sing for You 2004 Re-release,"$9,425","$9,425",100%,-,-
"1,178",Alive 2004 Re-release,"$9,263",-,-,"$9,263",100%
"1,179",Alias Betty 2004 Re-release,"$9,152",-,-,"$9,152",100%
"1,180",Evil Remains,"$8,747","$8,747",100%,-,-
"1,181",Xin lian,"$8,687",-,-,"$8,687",100%
"1,182",Izpepelyavane,"$8,596",-,-,"$8,596",100%
"1,183",Kaena: The Prophecy 2004 Re-release,"$8,593","$8,593",100%,-,-
"1,184",Splendid Float,"$8,281",-,-,"$8,281",100%
"1,185",With All Deliberate Speed,"$7,690","$7,690",100%,-,-
"1,186",Wasabi Tuna,"$7,631","$7,631",100%,-,-
"1,187",Silent Waters,"$7,384","$7,384",100%,-,-
"1,188",Wake,"$7,212","$7,212",100%,-,-
"1,189",Absolon,"$7,016",-,-,"$7,016",100%
"1,190",Los Angeles Plays Itself,"$6,945","$6,945",100%,-,-
