Rank,Release Group,Worldwide,Domestic,%,Foreign,%
346,Mafia,"$2,748,744",-,-,"$2,748,744",100%
347,Ararat,"$2,743,336","$1,555,959",56.7%,"$1,187,377",43.3%
348,Life Kills,"$2,734,488",-,-,"$2,734,488",100%
349,No Comment,"$2,707,673",-,-,"$2,707,673",100%
350,Auto Focus,"$2,704,951","$2,063,196",76.3%,"$641,755",23.7%
351,I Am Dina,"$2,691,510",-,-,"$2,691,510",100%
352,Tsuribaka nisshi 13: Hama-chan kiki ippatsu!,"$2,678,868",-,-,"$2,678,868",100%
353,Marie-Jo and Her 2 Lovers,"$2,670,247",-,-,"$2,670,247",100%
354,Yes Nurse! No Nurse!,"$2,666,306",-,-,"$2,666,306",100%
355,Pettson och Findus - Kattonauten 2002 Re-release,"$2,652,507",-,-,"$2,652,507",100%
356,My Left Eye Sees Ghosts,"$2,637,268",-,-,"$2,637,268",100%
357,A Perfect Match,"$2,625,603",-,-,"$2,625,603",100%
358,Below,"$2,622,015","$605,562",23.1%,"$2,016,453",76.9%
359,The Romantic President,"$2,596,774",-,-,"$2,596,774",100%
360,Over the Rainbow,"$2,549,834",-,-,"$2,549,834",100%
361,Wie die Karnickel,"$2,548,562",-,-,"$2,548,562",100%
362,The Coast Guard,"$2,440,549",-,-,"$2,440,549",100%
363,Mighty Baby,"$2,431,737",-,-,"$2,431,737",100%
364,From Zero to Ten,"$2,418,079",-,-,"$2,418,079",100%
365,Mr. Rookie,"$2,406,038",-,-,"$2,406,038",100%
366,"El mismo amor, la misma lluvia","$2,385,415",-,-,"$2,385,415",100%
367,Standing in the Shadows of Motown,"$2,344,256","$1,722,119",73.5%,"$622,137",26.5%
368,The Experiment 2002 Re-release,"$2,327,755","$144,634",6.2%,"$2,183,121",93.8%
369,The Best Day of My Life,"$2,314,856",-,-,"$2,314,856",100%
370,Golden Chicken,"$2,298,488",-,-,"$2,298,488",100%
371,Buffalo Soldiers,"$2,295,274","$354,421",15.4%,"$1,940,853",84.6%
372,Deathwatch,"$2,270,658",-,-,"$2,270,658",100%
373,Secret,"$2,263,830",-,-,"$2,263,830",100%
374,The Touch,"$2,262,168",-,-,"$2,262,168",100%
375,Special Delivery,"$2,245,220",-,-,"$2,245,220",100%
376,A Private Affair,"$2,216,230",-,-,"$2,216,230",100%
377,Monique,"$2,212,356",-,-,"$2,212,356",100%
378,Rivers and Tides,"$2,200,276","$2,200,276",100%,-,-
379,Maine Dil Tujhko Diya,"$2,187,305",-,-,"$2,187,305",100%
380,Hayflower and Quiltshoe,"$2,168,648",-,-,"$2,168,648",100%
381,Ardor,"$2,129,092",-,-,"$2,129,092",100%
382,Haramiyah fe Ka Zu tu 2,"$2,121,586",-,-,"$2,121,586",100%
383,Common Ground,"$2,108,596",-,-,"$2,108,596",100%
384,State Property,"$2,106,838","$2,106,838",100%,-,-
385,Bollywood/Hollywood,"$2,092,228","$1,454,510",69.5%,"$637,718",30.5%
386,Apollo 13 The IMAX Experience,"$2,089,051","$1,766,621",84.6%,"$322,430",15.4%
387,The Hard Word,"$2,085,562","$426,880",20.5%,"$1,658,682",79.5%
388,Box 507,"$2,067,335",-,-,"$2,067,335",100%
389,Passionate People,"$2,049,324",-,-,"$2,049,324",100%
390,My Mother's Smile,"$2,037,984",-,-,"$2,037,984",100%
391,The Dangerous Lives of Altar Boys,"$2,036,599","$1,815,864",89.2%,"$220,735",10.8%
392,Grill Point,"$2,019,712",-,-,"$2,019,712",100%
393,What to Do in Case of Fire,"$2,014,162","$33,545",1.7%,"$1,980,617",98.3%
394,The Man from Elysian Fields,"$2,006,391","$1,435,016",71.5%,"$571,375",28.5%
395,Amnèsia,"$2,000,657",-,-,"$2,000,657",100%
396,Karlsson on the Roof,"$1,946,505",-,-,"$1,946,505",100%
397,The Nest,"$1,941,471",-,-,"$1,941,471",100%
398,Steal It If You Can,"$1,939,052",-,-,"$1,939,052",100%
399,Roger Dodger,"$1,934,497","$1,266,828",65.5%,"$667,669",34.5%
400,Sympathy for Mr. Vengeance,"$1,909,648",-,-,"$1,909,648",100%
401,Undertaking Betty,"$1,868,949",-,-,"$1,868,949",100%
402,Amir El Zalam,"$1,844,092",-,-,"$1,844,092",100%
403,The Navigators,"$1,807,686","$3,052",0.2%,"$1,804,634",99.8%
404,Surprise,"$1,790,131",-,-,"$1,790,131",100%
405,"Slap Her, She's French!","$1,789,525",-,-,"$1,789,525",100%
406,Bloody Sunday,"$1,758,689","$773,228",44%,"$985,461",56%
407,Strong Love,"$1,743,175",-,-,"$1,743,175",100%
408,L'odyssée d'Alice Tremblay,"$1,734,925","$1,734,925",100%,-,-
409,Safe Conduct,"$1,713,421","$25,440",1.5%,"$1,687,981",98.5%
410,Dry Wood Fierce Fire,"$1,704,492",-,-,"$1,704,492",100%
411,Chor Machaaye Shor,"$1,700,361",-,-,"$1,700,361",100%
412,Open Hearts,"$1,692,272","$136,170",8%,"$1,556,102",92%
413,3 Extremes II,"$1,691,811",-,-,"$1,691,811",100%
414,Wolf Summer,"$1,691,055",-,-,"$1,691,055",100%
415,Dark Water,"$1,686,839",-,-,"$1,686,839",100%
416,Divine Intervention,"$1,672,044","$421,343",25.2%,"$1,250,701",74.8%
417,My Mother Likes Women,"$1,643,505",-,-,"$1,643,505",100%
418,Women or Children First,"$1,641,612",-,-,"$1,641,612",100%
419,The Code,"$1,598,493","$13,152",0.8%,"$1,585,341",99.2%
420,Kalbu jaroi,"$1,578,123",-,-,"$1,578,123",100%
421,Yesterday,"$1,577,164",-,-,"$1,577,164",100%
422,Human Nature,"$1,574,660","$705,308",44.8%,"$869,352",55.2%
423,800 Bullets,"$1,561,273",-,-,"$1,561,273",100%
424,The Warrior's Brother,"$1,541,790",-,-,"$1,541,790",100%
425,Carol's Journey,"$1,527,127",-,-,"$1,527,127",100%
426,Ngo ga yau yat chek hiu dung see,"$1,525,004",-,-,"$1,525,004",100%
427,The Sea Is Watching,"$1,523,691","$30,577",2%,"$1,493,114",98%
428,Dogtown and Z-Boys,"$1,523,090","$1,300,682",85.4%,"$222,408",14.6%
429,The Kid Stays in the Picture,"$1,521,593","$1,439,232",94.6%,"$82,361",5.4%
430,Double Vision,"$1,501,021",-,-,"$1,501,021",100%
431,Sohib Sohibuhu,"$1,496,457",-,-,"$1,496,457",100%
432,Volesse il cielo!,"$1,489,040",-,-,"$1,489,040",100%
433,Pinpon,"$1,482,786",-,-,"$1,482,786",100%
434,They're Watching Us,"$1,482,549",-,-,"$1,482,549",100%
435,Lovers & Leavers,"$1,472,835",-,-,"$1,472,835",100%
436,Joshua,"$1,461,635","$1,461,635",100%,-,-
437,Tattoo,"$1,447,232",-,-,"$1,447,232",100%
438,No Good Deed,"$1,440,653","$181,600",12.6%,"$1,259,053",87.4%
439,Jaani Dushman: Ek Anokhi Kahani,"$1,431,240",-,-,"$1,431,240",100%
440,OT: la película,"$1,417,583",-,-,"$1,417,583",100%
441,Lost in La Mancha,"$1,407,019","$732,393",52.1%,"$674,626",47.9%
442,Dirty Vivancos III,"$1,374,980",-,-,"$1,374,980",100%
443,E=mc2,"$1,353,035",-,-,"$1,353,035",100%
444,Gangsters,"$1,313,972",-,-,"$1,313,972",100%
445,Edi,"$1,310,652",-,-,"$1,310,652",100%
446,Time Changer,"$1,285,167","$1,285,167",100%,-,-
447,Day of the Wacko,"$1,277,521",-,-,"$1,277,521",100%
448,La répétition,"$1,273,476",-,-,"$1,273,476",100%
449,September 11,"$1,266,063","$127,035",10%,"$1,139,028",90%
450,Hypnotized and Hysterical (Hairstylist Wanted),"$1,265,025",-,-,"$1,265,025",100%
451,Corto Maltese in Siberia,"$1,254,978",-,-,"$1,254,978",100%
452,Muhama Khul O,"$1,250,917",-,-,"$1,250,917",100%
453,The Singles Ward,"$1,250,798","$1,250,798",100%,-,-
454,Dance Challenge,"$1,221,230",-,-,"$1,221,230",100%
455,Toei Summer Anime Fair,"$1,209,085",-,-,"$1,209,085",100%
456,2424,"$1,197,891",-,-,"$1,197,891",100%
457,Unborn But Forgotten,"$1,155,954",-,-,"$1,155,954",100%
458,The Shanghai Spell,"$1,152,695",-,-,"$1,152,695",100%
459,Critical Point,"$1,140,048",-,-,"$1,140,048",100%
460,Intimate Stories,"$1,108,009","$102,897",9.3%,"$1,005,112",90.7%
461,Out,"$1,106,377",-,-,"$1,106,377",100%
462,My Neighbor Totoro,"$1,097,907",-,-,"$1,097,907",100%
463,Burning in the Wind,"$1,096,581",-,-,"$1,096,581",100%
464,Frugal Game,"$1,086,931",-,-,"$1,086,931",100%
465,Tycoon: A New Russian,"$1,086,121","$123,159",11.3%,"$962,962",88.7%
466,The Salton Sea,"$1,073,198","$764,554",71.2%,"$308,644",28.8%
467,Samurai,"$1,057,035",-,-,"$1,057,035",100%
468,Pelle the Police Car,"$1,054,344",-,-,"$1,054,344",100%
469,Adolphe,"$1,052,964",-,-,"$1,052,964",100%
470,Un mundo raro,"$1,049,255",-,-,"$1,049,255",100%
471,Second Name,"$1,044,665",-,-,"$1,044,665",100%
472,Swept Away,"$1,036,520","$598,645",57.8%,"$437,875",42.2%
473,Margaret Cho: Notorious C.H.O.,"$1,033,395","$1,033,395",100%,-,-
474,Irène,"$1,019,118",-,-,"$1,019,118",100%
475,Savage Messiah,"$1,015,671","$1,015,671",100%,-,-
476,One-Way Ticket to Mombasa,"$1,011,700",-,-,"$1,011,700",100%
477,Dragon Ball Z: The World's Strongest,"$1,009,767",-,-,"$1,009,767",100%
478,Lilya 4-Ever,"$1,007,747","$184,023",18.3%,"$823,724",81.7%
479,Mrs Caldicot's Cabbage War,"$999,142",-,-,"$999,142",100%
480,The Son,"$997,544","$70,262",7%,"$927,282",93%
481,Yeh Kya Ho Raha Hai?,"$985,858",-,-,"$985,858",100%
482,The Nugget,"$985,672",-,-,"$985,672",100%
483,El Alamein - The Line of Fire,"$975,881",-,-,"$975,881",100%
484,The Warrior,"$945,922",-,-,"$945,922",100%
485,The Great Dictator 2002 Re-release,"$934,810",-,-,"$934,810",100%
486,Let's Be Friends!,"$932,648",-,-,"$932,648",100%
487,My Wife Is 18,"$926,489",-,-,"$926,489",100%
488,Oysters at Nam Kee's,"$919,629",-,-,"$919,629",100%
489,The Red Siren,"$898,227",-,-,"$898,227",100%
490,Stones,"$896,045",-,-,"$896,045",100%
491,Personal Velocity,"$890,502","$811,299",91.1%,"$79,203",8.9%
492,Find a Life,"$883,312",-,-,"$883,312",100%
493,Pandora's Box,"$881,950","$881,950",100%,-,-
494,Antikiller,"$875,688",-,-,"$875,688",100%
495,Valami Amerika,"$856,027",-,-,"$856,027",100%
496,Falling Sky,"$855,552",-,-,"$855,552",100%
497,I'm Going Home,"$853,526","$140,872",16.5%,"$712,654",83.5%
498,The Fourth Angel,"$848,969",-,-,"$848,969",100%
499,4 Toes,"$840,000",-,-,"$840,000",100%
500,You Shouldn't Be Here,"$839,943",-,-,"$839,943",100%
501,Who Are You?,"$831,286",-,-,"$831,286",100%
502,Avenging Angelo,"$824,597",-,-,"$824,597",100%
503,Charly,"$814,666","$814,666",100%,-,-
504,So Close,"$810,243","$76,584",9.5%,"$733,659",90.5%
505,La vie promise,"$805,059",-,-,"$805,059",100%
506,El florido pensil,"$800,607",-,-,"$800,607",100%
507,Resurrection of the Little Match Girl,"$791,247",-,-,"$791,247",100%
508,The Accidental Spy,"$790,144",-,-,"$790,144",100%
509,Sammy and Me,"$785,343",-,-,"$785,343",100%
510,The Boy Who Wanted to Be a Bear,"$782,640",-,-,"$782,640",100%
511,Morvern Callar,"$772,336","$267,907",34.7%,"$504,429",65.3%
512,Rancour,"$772,165",-,-,"$772,165",100%
513,Little Secrets,"$750,582","$405,792",54.1%,"$344,790",45.9%
514,The Biggest Robbery Never Told,"$747,570",-,-,"$747,570",100%
515,Chin cheng sin sang,"$747,001",-,-,"$747,001",100%
516,Ogu and Mampato in Rapa Nui,"$741,641",-,-,"$741,641",100%
517,Warriors,"$733,742",-,-,"$733,742",100%
518,Die Scheinheiligen,"$727,610",-,-,"$727,610",100%
519,Loonies,"$726,133",-,-,"$726,133",100%
520,I'm with Lucy,"$719,309",-,-,"$719,309",100%
521,Demi-Haunted,"$718,933",-,-,"$718,933",100%
522,Garage Days,"$716,888","$32,500",4.5%,"$684,388",95.5%
523,Sihrun Uyoon,"$714,478",-,-,"$714,478",100%
524,Shanghai Ghetto,"$712,446","$712,446",100%,-,-
525,Mischka,"$696,467",-,-,"$696,467",100%
526,Youling renjian II: Gui wei ren jian,"$696,449",-,-,"$696,449",100%
527,The Discovery of Heaven 2002 Re-release,"$692,719",-,-,"$692,719",100%
528,Mumya firarda,"$680,581",-,-,"$680,581",100%
529,Hua Fe Ae,"$669,710",-,-,"$669,710",100%
530,Max,"$660,763","$539,879",81.7%,"$120,884",18.3%
531,Xuxa and the Elves 2,"$656,112",-,-,"$656,112",100%
532,The Repentant,"$655,465",-,-,"$655,465",100%
533,Tai-Chi Master,"$652,527",-,-,"$652,527",100%
534,Metropolis 2002 Re-release,"$650,422","$650,422",100%,-,-
535,The Impatient Alchemist,"$620,920",-,-,"$620,920",100%
536,Broken Hearts,"$610,596",-,-,"$610,596",100%
537,Friday Night,"$609,542","$156,918",25.7%,"$452,624",74.3%
538,A Neapolitan Spell,"$607,921",-,-,"$607,921",100%
539,Liberty Stands Still,"$595,214",-,-,"$595,214",100%
540,Doraemon: Nobita and the Legend of the Sun King,"$591,029",-,-,"$591,029",100%
541,Lisístrata,"$581,667",-,-,"$581,667",100%
542,Vaya con Dios,"$580,448",-,-,"$580,448",100%
543,Blurred,"$563,344",-,-,"$563,344",100%
544,Kurosawa & Mifune Festival,"$561,692","$561,692",100%,-,-
545,Cravate club,"$561,096",-,-,"$561,096",100%
546,Muhammad: The Last Prophet,"$560,642",-,-,"$560,642",100%
547,Friend,"$550,031",-,-,"$550,031",100%
548,I Not Stupid,"$547,751",-,-,"$547,751",100%
549,Cet amour-là,"$545,905","$72,844",13.3%,"$473,061",86.7%
550,Dog Days,"$545,059","$13,031",2.4%,"$532,028",97.6%
551,Once Upon a Time in the Midlands,"$544,512","$172,564",31.7%,"$371,948",68.3%
552,Nearest to Heaven,"$543,038",-,-,"$543,038",100%
553,Saathiya,"$541,367","$317,564",58.7%,"$223,803",41.3%
554,Year of the Devil,"$538,146",-,-,"$538,146",100%
555,Saving My Hubby,"$535,850",-,-,"$535,850",100%
556,Intacto 2002 Re-release,"$535,420","$307,333",57.4%,"$228,087",42.6%
557,El refugio del mal,"$534,860",-,-,"$534,860",100%
558,The Order,"$524,637",-,-,"$524,637",100%
559,Just One Look,"$523,510",-,-,"$523,510",100%
560,The Trials of Henry Kissinger,"$521,266","$516,726",99.1%,"$4,540",0.9%
561,Break of Dawn,"$516,963",-,-,"$516,963",100%
562,Playtime,"$505,726",-,-,"$505,726",100%
563,Manna from Heaven,"$505,675","$505,675",100%,-,-
564,Amadeus Director's Cut,"$502,511","$408,749",81.3%,"$93,762",18.7%
565,The Triumph of Love,"$501,442","$447,267",89.2%,"$54,175",10.8%
566,CQ,"$499,891","$414,358",82.9%,"$85,533",17.1%
567,Rain,"$492,661","$455,164",92.4%,"$37,497",7.6%
568,The Last Train,"$481,199",-,-,"$481,199",100%
569,The Cuckoo,"$480,578","$243,936",50.8%,"$236,642",49.2%
570,Swing,"$475,852",-,-,"$475,852",100%
571,Almost Peaceful,"$470,137",-,-,"$470,137",100%
572,Tully,"$466,664","$466,664",100%,-,-
573,Demonlover,"$462,976","$232,044",50.1%,"$230,932",49.9%
574,Dig or Die,"$461,665",-,-,"$461,665",100%
575,Nine Girls and a Ghost,"$459,154",-,-,"$459,154",100%
576,The Safety of Objects,"$453,292","$319,299",70.4%,"$133,993",29.6%
577,Ten,"$452,895","$105,990",23.4%,"$346,905",76.6%
578,Avalon,"$449,275",-,-,"$449,275",100%
579,The Tracker,"$449,132",-,-,"$449,132",100%
580,The Guy in the Grave Next Door,"$447,360",-,-,"$447,360",100%
581,Novo,"$445,632",-,-,"$445,632",100%
582,I Am Trying to Break Your Heart,"$445,522","$445,522",100%,-,-
583,H,"$438,227",-,-,"$438,227",100%
584,Pollock 2002 Re-release,"$435,563",-,-,"$435,563",100%
585,The New Option,"$435,162",-,-,"$435,162",100%
586,Chaos 2002 Re-release,"$434,432","$206,789",47.6%,"$227,643",52.4%
587,Promises,"$430,862","$247,948",57.5%,"$182,914",42.5%
588,Shaft 2002 Re-release,"$429,627",-,-,"$429,627",100%
589,Un amore perfetto,"$426,555",-,-,"$426,555",100%
590,Taking Sides,"$422,832","$188,952",44.7%,"$233,880",55.3%
591,Madame Satã,"$419,046","$198,309",47.3%,"$220,737",52.7%
592,Deseo,"$411,811",-,-,"$411,811",100%
593,El bonaerense,"$410,474","$9,470",2.3%,"$401,004",97.7%
594,Le Cercle Rouge,"$407,878","$369,970",90.7%,"$37,908",9.3%
595,God Is on Air,"$407,440",-,-,"$407,440",100%
596,Cinema Paradiso 2002 Re-release,"$406,809","$406,809",100%,-,-
597,All About My Father,"$403,648",-,-,"$403,648",100%
598,Zhu ba da lian meng,"$400,752",-,-,"$400,752",100%
599,The Mystic Masseur,"$399,110","$399,110",100%,-,-
600,Very Annie Mary,"$396,090","$46,352",11.7%,"$349,738",88.3%
601,The Big Blue 2000 Director's Cut,"$394,362",-,-,"$394,362",100%
602,Jee Aayan Nu,"$393,117","$393,117",100%,-,-
603,En la ciudad sin límites,"$391,926",-,-,"$391,926",100%
604,The Embalmer,"$384,336","$56,878",14.8%,"$327,458",85.2%
605,"Scotland, Pa.","$384,098","$384,098",100%,-,-
606,Total Kheops,"$382,548",-,-,"$382,548",100%
607,The Children of the Century,"$381,624","$56,611",14.8%,"$325,013",85.2%
608,Maximum Velocity (V-Max),"$381,162",-,-,"$381,162",100%
609,"Skydance, rendezvous à Paris","$377,317",-,-,"$377,317",100%
610,Waking Up in Reno,"$374,312","$267,109",71.4%,"$107,203",28.6%
611,Catch That Girl,"$373,781",-,-,"$373,781",100%
612,Sex Is Comedy,"$371,360",-,-,"$371,360",100%
613,Ignition,"$364,693",-,-,"$364,693",100%
614,Happy Times,"$361,000","$240,093",66.5%,"$120,907",33.5%
615,The White Sound,"$351,670",-,-,"$351,670",100%
616,Francisca,"$349,995",-,-,"$349,995",100%
617,The Peeping,"$347,056",-,-,"$347,056",100%
618,Koi ni utaeba,"$346,919",-,-,"$346,919",100%
619,The Year of the First Kiss,"$346,900",-,-,"$346,900",100%
620,Black Angel,"$346,481",-,-,"$346,481",100%
621,American Adobo,"$344,992","$344,992",100%,-,-
622,My Sassy Girl,"$343,132",-,-,"$343,132",100%
623,Sweat,"$342,984",-,-,"$342,984",100%
624,Lawrence of Arabia 2002 Re-release,"$342,481","$342,481",100%,-,-
625,Dangerous People,"$341,280","$341,280",100%,-,-
626,The Last Waltz 2002 Re-release,"$337,085","$322,313",95.6%,"$14,772",4.4%
627,Nati stanchi,"$334,136",-,-,"$334,136",100%
628,Wishcraft,"$329,217",-,-,"$329,217",100%
629,Vajont - La diga del disonore,"$329,092",-,-,"$329,092",100%
630,The Experiment,"$319,802",-,-,"$319,802",100%
631,The Sun Rises Again,"$317,424",-,-,"$317,424",100%
632,Do Not Disturb 2002 Re-release,"$315,695",-,-,"$315,695",100%
633,Smoking Room,"$312,790",-,-,"$312,790",100%
634,The Warrior,"$310,178",-,-,"$310,178",100%
635,Pumpkin,"$308,552","$308,552",100%,-,-
636,Never Again,"$307,631","$307,631",100%,-,-
637,Mere Yaar Ki Shaadi Hai,"$307,138",-,-,"$307,138",100%
638,Privates Lives,"$305,991",-,-,"$305,991",100%
639,Compassionate Sex,"$304,441",-,-,"$304,441",100%
640,Too Young to Die,"$302,737",-,-,"$302,737",100%
641,Red Bear,"$302,506",-,-,"$302,506",100%
642,Dark City,"$300,981",-,-,"$300,981",100%
643,Sleeping with the Dead,"$300,197",-,-,"$300,197",100%
644,The Experiment,"$299,433",-,-,"$299,433",100%
645,Kedma,"$299,293","$10,067",3.4%,"$289,226",96.6%
646,Festival in Cannes,"$299,171","$299,171",100%,-,-
647,The Bridgeman,"$292,422",-,-,"$292,422",100%
648,Power and Terror: Noam Chomsky in Our Times,"$290,767","$290,767",100%,-,-
649,Sons and Daughters,"$290,307",-,-,"$290,307",100%
650,Bangkok Haunted,"$290,033",-,-,"$290,033",100%
651,Scratch,"$289,885","$289,885",100%,-,-
652,Green Dragon,"$281,803","$281,803",100%,-,-
653,Zus & Zo,"$281,219","$49,468",17.6%,"$231,751",82.4%
654,Who Is Cletis Tout?,"$280,458","$252,706",90.1%,"$27,752",9.9%
655,Requiem,"$277,779",-,-,"$277,779",100%
656,Dibu 3,"$276,601",-,-,"$276,601",100%
657,Seven Samurai 2002 Re-release,"$275,965","$271,841",98.5%,"$4,124",1.5%
658,Seducer,"$273,513",-,-,"$273,513",100%
659,Rishtey,"$270,929","$119,537",44.1%,"$151,392",55.9%
660,Volcano High,"$268,489",-,-,"$268,489",100%
661,Very Opposite Sexes,"$266,718",-,-,"$266,718",100%
662,Folk flest bor i Kina,"$263,944",-,-,"$263,944",100%
663,Circuit,"$261,155","$235,087",90%,"$26,068",10%
664,Kikujiro 2002 Re-release,"$260,339",-,-,"$260,339",100%
665,Sex with Strangers,"$254,852","$254,852",100%,-,-
666,Blue Moon 2002 Re-release,"$254,805",-,-,"$254,805",100%
667,Common Wealth,"$254,030",-,-,"$254,030",100%
668,Manuelita,"$253,351",-,-,"$253,351",100%
669,Titus 2002 Re-release,"$252,390",-,-,"$252,390",100%
670,Na Tum Jaano Na Hum,"$251,877",-,-,"$251,877",100%
671,Jules and Jim,"$251,407",-,-,"$251,407",100%
672,Ibiza Dream,"$251,268",-,-,"$251,268",100%
673,Perníková vez,"$249,325",-,-,"$249,325",100%
674,Skins,"$249,204","$249,204",100%,-,-
675,Charlotte Sometimes,"$247,554","$150,445",60.8%,"$97,109",39.2%
676,Haunted Office,"$246,641",-,-,"$246,641",100%
677,2001: A Space Travesty 2002 Re-release,"$246,107",-,-,"$246,107",100%
678,Sensen fukoku,"$245,902",-,-,"$245,902",100%
679,Ah yoo redi?,"$245,148",-,-,"$245,148",100%
680,Haker,"$244,922",-,-,"$244,922",100%
681,Australian Rules,"$243,748",-,-,"$243,748",100%
682,The Best Is Yet to Come,"$240,827",-,-,"$240,827",100%
683,Parlez-moi d'amour,"$240,260",-,-,"$240,260",100%
684,"Ram Dass, Fierce Grace","$238,260","$238,260",100%,-,-
685,Volverás,"$237,716",-,-,"$237,716",100%
686,Swimming,"$234,287","$234,287",100%,-,-
687,Tom & Thomas,"$231,620",-,-,"$231,620",100%
688,Les Destinees,"$230,900","$230,900",100%,-,-
689,Executive Protection,"$226,296",-,-,"$226,296",100%
690,Murderous Maids,"$225,390","$225,390",100%,-,-
691,Love Liza,"$223,426","$213,137",95.4%,"$10,289",4.6%
692,Secret Things,"$222,396","$105,090",47.3%,"$117,306",52.7%
693,The Cockettes,"$220,165","$220,165",100%,-,-
694,Twenty Something Taipei,"$219,006",-,-,"$219,006",100%
695,Beneath Clouds,"$218,085",-,-,"$218,085",100%
696,The Château,"$213,598","$202,272",94.7%,"$11,326",5.3%
697,The Bankers of God: The Calvi Affair,"$211,848",-,-,"$211,848",100%
698,The Bus Station,"$210,582",-,-,"$210,582",100%
699,Bear's Kiss,"$209,531",-,-,"$209,531",100%
700,Nicje zemlje,"$208,660",-,-,"$208,660",100%
701,Where the Money Is 2002 Re-release,"$206,745",-,-,"$206,745",100%
702,The Web of the Witch,"$205,568",-,-,"$205,568",100%
703,Lovers of the Nile,"$199,399",-,-,"$199,399",100%
704,Auf Herz und Nieren,"$199,100",-,-,"$199,100",100%
705,Ferocious,"$197,361",-,-,"$197,361",100%
706,Der Schuh des Manitu 2002 Re-release,"$192,980",-,-,"$192,980",100%
707,The Life of Aleksis Kivi,"$191,399",-,-,"$191,399",100%
708,New Blood,"$190,614",-,-,"$190,614",100%
709,Heart Over Head,"$189,893",-,-,"$189,893",100%
710,Inheritance,"$189,118",-,-,"$189,118",100%
711,Ramses,"$188,722",-,-,"$188,722",100%
712,My Body,"$184,336",-,-,"$184,336",100%
713,Farewell to My Father,"$184,050",-,-,"$184,050",100%
714,Molokai,"$182,695",-,-,"$182,695",100%
715,Amore con la S maiuscola,"$182,155",-,-,"$182,155",100%
716,Cherish,"$179,751","$179,751",100%,-,-
717,Lagaan: Once Upon a Time in India 2002 Re-release,"$178,072","$73,276",41.1%,"$104,796",58.9%
718,Tarkovsky At 70,"$177,345","$177,345",100%,-,-
719,1809 Andreas Hofer - Die Freiheit des Adlers,"$176,068",-,-,"$176,068",100%
720,Venetian Rascal Goes to America,"$176,007",-,-,"$176,007",100%
721,Ng goh haak gwai dik siu nin,"$175,961",-,-,"$175,961",100%
722,The Business of Fancydancing,"$175,710","$175,710",100%,-,-
723,Seed Hayatan,"$173,006",-,-,"$173,006",100%
724,North Station,"$171,400","$171,400",100%,-,-
725,Mago,"$170,178",-,-,"$170,178",100%
726,Angela,"$168,853",-,-,"$168,853",100%
727,Stark Raving Mad,"$167,572",-,-,"$167,572",100%
728,Ziggy Stardust and the Spiders from Mars,"$167,239","$162,547",97.2%,"$4,692",2.8%
729,Some Secrets,"$165,161",-,-,"$165,161",100%
730,Hybrid,"$164,386","$164,386",100%,-,-
731,Stolen Summer,"$163,348","$134,736",82.5%,"$28,612",17.5%
732,"Man, Born","$160,272",-,-,"$160,272",100%
733,Kymmenen riivinrautaa,"$159,069",-,-,"$159,069",100%
734,Sleepless,"$158,811",-,-,"$158,811",100%
735,The Conman 2002,"$158,474",-,-,"$158,474",100%
736,Till Human Voices Wake Us,"$157,720","$120,601",76.5%,"$37,119",23.5%
737,I'm the Father,"$157,439",-,-,"$157,439",100%
738,Derrida,"$157,200","$157,200",100%,-,-
739,Angel of Death,"$156,614",-,-,"$156,614",100%
740,Pépé le Moko,"$155,895","$155,895",100%,-,-
741,To Dance with the White Dog,"$155,695",-,-,"$155,695",100%
742,Naqoyqatsi,"$155,640","$133,058",85.5%,"$22,582",14.5%
743,Pantaleón y las visitadoras,"$154,976","$43,214",27.9%,"$111,762",72.1%
744,Edges of the Lord,"$154,768",-,-,"$154,768",100%
745,Hansel & Gretel,"$154,642","$154,642",100%,-,-
746,Sex of Magic,"$154,567",-,-,"$154,567",100%
747,Quai des Orfèvres,"$152,961","$152,961",100%,-,-
748,Fimfárum Jana Wericha,"$151,567",-,-,"$151,567",100%
749,Blue Corner,"$151,523",-,-,"$151,523",100%
750,Crazy About Paris,"$150,198",-,-,"$150,198",100%
751,Invincible,"$150,143","$81,954",54.6%,"$68,189",45.4%
752,Bartleby,"$148,479","$148,479",100%,-,-
753,Otilia Rauda,"$146,743",-,-,"$146,743",100%
754,Biggie and Tupac,"$146,419","$94,874",64.8%,"$51,545",35.2%
755,China Strike Force,"$145,969",-,-,"$145,969",100%
756,Dahmer,"$144,008","$144,008",100%,-,-
757,Bloody Mallory,"$141,310",-,-,"$141,310",100%
758,The Wizard of Oz 2002 Re-release,"$139,905","$139,905",100%,-,-
759,Beauty and the Beast 2002 Re-release,"$138,503","$138,503",100%,-,-
760,Women from Mars,"$137,999",-,-,"$137,999",100%
761,Time of Favor,"$137,340","$137,340",100%,-,-
762,Cold Fusion,"$137,240",-,-,"$137,240",100%
763,Road,"$136,700","$136,700",100%,-,-
764,The Cherry Orchard,"$135,280","$135,280",100%,-,-
765,A Shot at Glory,"$133,122","$133,122",100%,-,-
766,100 Girls,"$132,555",-,-,"$132,555",100%
767,Sonny,"$132,221","$30,005",22.7%,"$102,216",77.3%
768,King of the Farm,"$132,172",-,-,"$132,172",100%
769,The Calling,"$131,839",-,-,"$131,839",100%
770,The Way of the Gun 2002 Re-release,"$131,232",-,-,"$131,232",100%
